GO_ID,Count,GO_TERM,Aspect,go_id_pmc,go_term_pmc,Rank,Bin,predicted_go_id,pmatch
GO:0015786,3,UDP-glucose transmembrane transport,biological_process,,,7076,12,GO:0071700,0
GO:0032430,3,positive regulation of phospholipase A2 activity,biological_process,,,6816,12,GO:0010890,0
GO:2000156,3,"regulation of retrograde vesicle-mediated transport, Golgi to ER",biological_process,,,7006,12,GO:0090275,0
GO:0042559,3,pteridine-containing compound biosynthetic process,biological_process,,,6814,12,GO:1902562,0
GO:0051438,3,regulation of ubiquitin-protein transferase activity,biological_process,,,6958,12,GO:1902892,0
GO:1903593,3,regulation of histamine secretion by mast cell,biological_process,,,7086,12,GO:0090046,0
GO:0045058,3,T cell selection,biological_process,,,7640,13,GO:0033081,0
GO:0060255,2,regulation of macromolecule metabolic process,biological_process,,,7892,13,GO:0018149,0
GO:0010641,3,positive regulation of platelet-derived growth factor receptor signaling pathway,biological_process,,,7523,13,GO:0001894,0
GO:1904695,2,positive regulation of vascular associated smooth muscle contraction,biological_process,,,7867,13,GO:0060313,0
GO:0072683,3,T cell extravasation,biological_process,,,7762,13,GO:0002630,0
GO:0070487,3,monocyte aggregation,biological_process,,,7661,13,GO:0002548,0
GO:0021965,3,spinal cord ventral commissure morphogenesis,biological_process,,,7489,13,GO:0021793,0
GO:1904780,2,negative regulation of protein localization to centrosome,biological_process,,,7886,13,GO:1904662,0
GO:1900106,3,positive regulation of hyaluranon cable assembly,biological_process,,,7391,13,GO:1905208,0
GO:0032916,2,positive regulation of transforming growth factor beta3 production,biological_process,,,7783,13,GO:0010717,0
GO:0043368,2,positive T cell selection,biological_process,,,8591,14,GO:0002385,0
GO:2000017,2,positive regulation of determination of dorsal identity,biological_process,,,8085,14,GO:2000648,0
GO:0106354,2,tRNA surveillance,biological_process,,,8284,14,GO:0070155,0
GO:1904094,2,positive regulation of autophagic cell death,biological_process,,,8137,14,GO:1901013,0
GO:0090212,2,negative regulation of establishment of blood-brain barrier,biological_process,,,8186,14,GO:1904090,0
GO:0017126,2,nucleologenesis,biological_process,,,8574,14,GO:0044809,0
GO:0003350,2,pulmonary myocardium development,biological_process,,,8143,14,GO:0072263,0
GO:0061890,2,positive regulation of astrocyte activation,biological_process,,,8501,14,GO:1901207,0
GO:0014889,2,muscle atrophy,biological_process,,,8113,14,GO:0007499,0
GO:0021941,2,negative regulation of cerebellar granule cell precursor proliferation,biological_process,,,8059,14,GO:0060045,0
GO:2001037,2,positive regulation of tongue muscle cell differentiation,biological_process,,,9018,15,GO:0060536,0
GO:0010725,2,regulation of primitive erythrocyte differentiation,biological_process,,,9129,15,GO:0060259,0
GO:1900078,2,positive regulation of cellular response to insulin stimulus,biological_process,,,8912,15,GO:0045298,0
GO:0016999,2,antibiotic metabolic process,biological_process,,,9092,15,GO:1903168,0
GO:1902548,2,negative regulation of cellular response to vascular endothelial growth factor stimulus,biological_process,,,9205,15,GO:1900995,0
GO:2000671,2,regulation of motor neuron apoptotic process,biological_process,,,8866,15,GO:0060129,0
GO:0090218,2,positive regulation of lipid kinase activity,biological_process,,,8802,15,GO:0010942,0
GO:1903141,2,negative regulation of establishment of endothelial barrier,biological_process,,,9156,15,GO:1903902,0
GO:0035802,2,adrenal cortex formation,biological_process,,,9109,15,GO:0060420,0
GO:0016482,2,cytosolic transport,biological_process,,,8722,15,GO:0044440,0
GO:0009820,2,alkaloid metabolic process,biological_process,,,9308,16,GO:0046483,0
GO:0090615,1,mitochondrial mRNA processing,biological_process,,,9707,16,GO:0000338,0
GO:0060280,1,negative regulation of ovulation,biological_process,,,9602,16,GO:0060259,0
GO:0035282,1,segmentation,biological_process,,,9712,16,GO:0032507,0
GO:0021687,1,cerebellar molecular layer morphogenesis,biological_process,,,9617,16,GO:1901137,0
GO:2000331,1,regulation of terminal button organization,biological_process,,,9734,16,GO:0061043,0
GO:0015723,1,bilirubin transport,biological_process,,,9817,16,GO:0033776,0
GO:1902998,2,positive regulation of neurofibrillary tangle assembly,biological_process,,,9370,16,GO:1902217,0
GO:0035932,1,aldosterone secretion,biological_process,,,9699,16,GO:0043328,0
GO:0097639,1,L-lysine import across plasma membrane,biological_process,,,9777,16,GO:0070020,0
GO:0046603,1,negative regulation of mitotic centrosome separation,biological_process,,,10365,17,GO:0097283,0
GO:1903963,1,arachidonate transport,biological_process,,,10257,17,GO:0015238,0
GO:0045338,1,farnesyl diphosphate metabolic process,biological_process,,,10441,17,GO:0047297,0
GO:1901184,1,regulation of ERBB signaling pathway,biological_process,,,10420,17,GO:0038102,0
GO:0002691,1,regulation of cellular extravasation,biological_process,,,9979,17,GO:1904034,0
GO:0006014,1,D-ribose metabolic process,biological_process,,,10402,17,GO:0005969,0
GO:0090174,1,organelle membrane fusion,biological_process,,,10021,17,GO:0097153,0
GO:0002336,1,B-1 B cell lineage commitment,biological_process,,,10324,17,GO:0001399,0
GO:0002319,1,memory B cell differentiation,biological_process,,,9984,17,GO:0034899,0
GO:0006214,1,thymidine catabolic process,biological_process,,,9951,17,GO:1902896,0
GO:0110119,1,positive regulation of very-low-density lipoprotein particle clearance,biological_process,,,10513,18,GO:0010887,0
GO:0048239,1,negative regulation of DNA recombination at telomere,biological_process,,,10812,18,GO:2001135,0
GO:0001100,1,negative regulation of exit from mitosis,biological_process,,,10833,18,GO:0045840,0
GO:1903165,1,response to polycyclic arene,biological_process,,,11046,18,GO:1903093,0
GO:0140438,1,protein stearoylation,biological_process,,,10827,18,GO:0017046,0
GO:0140888,1,interferon-mediated signaling pathway,biological_process,,,10897,18,GO:0060342,0
GO:0072028,1,nephron morphogenesis,biological_process,,,10871,18,GO:0072189,0
GO:0090520,1,sphingolipid mediated signaling pathway,biological_process,,,10809,18,GO:0060141,0
GO:0022004,1,midbrain-hindbrain boundary maturation during brain development,biological_process,,,11028,18,GO:1901137,0
GO:1905945,1,regulation of response to calcium ion,biological_process,,,11008,18,GO:1904257,0
GO:0090152,1,establishment of protein localization to mitochondrial membrane involved in mitochondrial fission,biological_process,,,11357,19,GO:0097153,0
GO:0045763,1,negative regulation of cellular amino acid metabolic process,biological_process,,,11409,19,GO:1904257,0
GO:0009593,1,detection of chemical stimulus,biological_process,,,11387,19,GO:0009269,0
GO:0060268,1,negative regulation of respiratory burst,biological_process,,,11215,19,GO:1903698,0
GO:0046092,1,deoxycytidine metabolic process,biological_process,,,11351,19,GO:1901135,0
GO:1902999,1,negative regulation of phospholipid efflux,biological_process,,,11481,19,GO:0010887,0
GO:0032261,1,purine nucleotide salvage,biological_process,,,11438,19,GO:0006757,0
GO:1903906,1,regulation of plasma membrane raft polarization,biological_process,,,11075,19,GO:0097191,0
GO:1904550,1,response to arachidonic acid,biological_process,,,11643,19,GO:1901615,0
GO:0031109,1,microtubule polymerization or depolymerization,biological_process,,,11512,19,GO:0051256,0
GO:0001695,1,histamine catabolic process,biological_process,,,11765,20,GO:0048015,0
GO:0140962,1,multicellular organismal-level chemical homeostasis,biological_process,,,12169,20,GO:0032507,0
GO:1900450,1,negative regulation of glutamate receptor signaling pathway,biological_process,,,11957,20,GO:0032227,0
GO:2000794,1,regulation of epithelial cell proliferation involved in lung morphogenesis,biological_process,,,11739,20,GO:0060421,0
GO:0003185,1,sinoatrial valve morphogenesis,biological_process,,,11850,20,GO:0060421,0
GO:0042749,1,regulation of circadian sleep/wake cycle,biological_process,,,12070,20,GO:0042759,0
GO:0014740,1,negative regulation of muscle hyperplasia,biological_process,,,12010,20,GO:0060541,0
GO:0061325,1,cell proliferation involved in outflow tract morphogenesis,biological_process,,,11877,20,GO:1901137,0
GO:0100001,1,regulation of skeletal muscle contraction by action potential,biological_process,,,12276,20,GO:1900953,0
GO:0160145,1,negative regulation of GDF15-GFRAL signaling pathway,biological_process,,,11776,20,GO:0097367,0
GO:0000987,72,cis-regulatory region sequence-specific DNA binding,molecular_function,,,187,1,GO:0140313,0
GO:0044877,355,protein-containing complex binding,molecular_function,,,45,1,GO:1904090,0
GO:0004879,118,nuclear receptor activity,molecular_function,,,118,1,GO:0004879,1
GO:0035091,119,phosphatidylinositol binding,molecular_function,,,117,1,GO:0017128,0
GO:0035925,69,mRNA 3'-UTR AU-rich region binding,molecular_function,,,194,1,GO:0035497,0
GO:0003712,134,transcription coregulator activity,molecular_function,,,105,1,GO:0030374,0
GO:0003700,734,DNA-binding transcription factor activity,molecular_function,,,19,1,GO:0000378,0
GO:0046983,153,protein dimerization activity,molecular_function,,,94,1,GO:0045252,0
GO:0001228,655,"DNA-binding transcription activator activity, RNA polymerase II-specific",molecular_function,,,21,1,GO:0001228,1
GO:0046982,527,protein heterodimerization activity,molecular_function,,,30,1,GO:0042813,0
GO:0004860,45,protein kinase inhibitor activity,molecular_function,,,308,2,GO:0032941,0
GO:0001223,55,transcription coactivator binding,molecular_function,,,246,2,GO:0035497,0
GO:0030331,50,nuclear estrogen receptor binding,molecular_function,,,275,2,GO:1990237,0
GO:0001221,44,transcription coregulator binding,molecular_function,,,313,2,GO:1990901,0
GO:0034979,42,NAD-dependent protein lysine deacetylase activity,molecular_function,,,337,2,GO:0031073,0
GO:0016303,36,1-phosphatidylinositol-3-kinase activity,molecular_function,,,401,2,GO:0004679,0
GO:0003720,52,telomerase activity,molecular_function,,,267,2,GO:0016527,0
GO:0005504,40,fatty acid binding,molecular_function,,,365,2,GO:0004386,0
GO:0042056,56,chemoattractant activity,molecular_function,,,241,2,GO:0042326,0
GO:0003836,38,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity",molecular_function,,,382,2,GO:0047224,0
GO:0004430,22,1-phosphatidylinositol 4-kinase activity,molecular_function,,,648,3,GO:0004438,0
GO:0035242,24,protein-arginine omega-N asymmetric methyltransferase activity,molecular_function,,,605,3,GO:0160102,0
GO:0004550,30,nucleoside diphosphate kinase activity,molecular_function,,,497,3,GO:0000170,0
GO:0043027,27,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,molecular_function,,,560,3,GO:1903366,0
GO:0043236,27,laminin binding,molecular_function,,,550,3,GO:1990147,0
GO:0035615,23,clathrin adaptor activity,molecular_function,,,633,3,GO:0017007,0
GO:0070330,29,aromatase activity,molecular_function,,,518,3,GO:0004735,0
GO:0016746,24,acyltransferase activity,molecular_function,,,616,3,GO:0016747,0
GO:0015106,25,bicarbonate transmembrane transporter activity,molecular_function,,,582,3,GO:0005388,0
GO:0004620,23,phospholipase activity,molecular_function,,,643,3,GO:0016491,0
GO:0051880,17,G-quadruplex DNA binding,molecular_function,,,836,4,GO:0098847,0
GO:0004300,20,enoyl-CoA hydratase activity,molecular_function,,,714,4,GO:0033477,0
GO:0008568,20,microtubule severing ATPase activity,molecular_function,,,718,4,GO:0016939,0
GO:0140597,20,protein carrier chaperone,molecular_function,,,723,4,GO:0051082,0
GO:0004931,17,extracellularly ATP-gated monoatomic cation channel activity,molecular_function,,,819,4,GO:1990155,0
GO:0001091,15,RNA polymerase II general transcription initiation factor binding,molecular_function,,,917,4,GO:0001096,0
GO:0004862,17,cAMP-dependent protein kinase inhibitor activity,molecular_function,,,822,4,GO:0000209,0
GO:0015213,17,uridine transmembrane transporter activity,molecular_function,,,833,4,GO:0015149,0
GO:0010485,17,histone H4 acetyltransferase activity,molecular_function,,,838,4,GO:0044017,0
GO:0008517,17,folic acid transmembrane transporter activity,molecular_function,,,821,4,GO:0015311,0
GO:0047066,13,phospholipid-hydroperoxide glutathione peroxidase activity,molecular_function,,,1014,5,GO:1902665,0
GO:0008486,13,diphosphoinositol-polyphosphate diphosphatase activity,molecular_function,,,1013,5,GO:0019900,0
GO:0004629,13,phospholipase C activity,molecular_function,,,1043,5,GO:0034480,0
GO:0050146,14,nucleoside phosphotransferase activity,molecular_function,,,948,5,GO:0016464,0
GO:0061513,12,glucose 6-phosphate:phosphate antiporter activity,molecular_function,,,1090,5,GO:0052839,0
GO:0035612,12,AP-2 adaptor complex binding,molecular_function,,,1104,5,GO:0030121,0
GO:0019841,14,retinol binding,molecular_function,,,999,5,GO:0070571,0
GO:0008384,12,IkappaB kinase activity,molecular_function,,,1140,5,GO:0004679,0
GO:0047024,13,"5alpha-androstane-3beta,17beta-diol dehydrogenase activity",molecular_function,,,1033,5,GO:0047023,0
GO:0030298,13,receptor signaling protein tyrosine kinase activator activity,molecular_function,,,1031,5,GO:0004719,0
GO:0004831,9,tyrosine-tRNA ligase activity,molecular_function,,,1354,6,GO:0004827,0
GO:0140537,11,transcription regulator activator activity,molecular_function,,,1174,6,GO:0030529,0
GO:0036041,9,long-chain fatty acid binding,molecular_function,,,1370,6,GO:0010884,0
GO:0001181,10,RNA polymerase I general transcription initiation factor activity,molecular_function,,,1235,6,GO:0006387,0
GO:0005298,9,proline:sodium symporter activity,molecular_function,,,1326,6,GO:0005427,0
GO:0042806,10,fucose binding,molecular_function,,,1257,6,GO:0032476,0
GO:0060228,9,phosphatidylcholine-sterol O-acyltransferase activator activity,molecular_function,,,1363,6,GO:0033614,0
GO:0004605,9,phosphatidate cytidylyltransferase activity,molecular_function,,,1319,6,GO:0004151,0
GO:0001635,9,calcitonin gene-related peptide receptor activity,molecular_function,,,1336,6,GO:0004970,0
GO:0004478,9,methionine adenosyltransferase activity,molecular_function,,,1373,6,GO:0004080,0
GO:0003958,9,NADPH-hemoprotein reductase activity,molecular_function,,,1405,7,GO:0052811,0
GO:0004559,8,alpha-mannosidase activity,molecular_function,,,1491,7,GO:0004832,0
GO:0070891,8,lipoteichoic acid binding,molecular_function,,,1530,7,GO:0042050,0
GO:0050483,8,IMP 5'-nucleotidase activity,molecular_function,,,1480,7,GO:0008253,0
GO:0005368,8,taurine transmembrane transporter activity,molecular_function,,,1417,7,GO:0005428,0
GO:0030144,9,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity",molecular_function,,,1396,7,GO:0000048,0
GO:0017064,8,fatty acid amide hydrolase activity,molecular_function,,,1463,7,GO:0031948,0
GO:0050544,8,arachidonic acid binding,molecular_function,,,1526,7,GO:0033472,0
GO:0044390,9,ubiquitin-like protein conjugating enzyme binding,molecular_function,,,1407,7,GO:1990647,0
GO:0004111,8,creatine kinase activity,molecular_function,,,1500,7,GO:0005970,0
GO:0008117,6,sphinganine-1-phosphate aldolase activity,molecular_function,,,1821,8,GO:0047531,0
GO:0004174,7,electron-transferring-flavoprotein dehydrogenase activity,molecular_function,,,1716,8,GO:0052811,0
GO:0004321,7,fatty-acyl-CoA synthase activity,molecular_function,,,1725,8,GO:0016240,0
GO:0005334,7,norepinephrine:sodium symporter activity,molecular_function,,,1636,8,GO:0005427,0
GO:0003986,7,acetyl-CoA hydrolase activity,molecular_function,,,1741,8,GO:0003840,0
GO:0043262,6,ADP phosphatase activity,molecular_function,,,1845,8,GO:0017111,0
GO:0035250,7,UDP-galactosyltransferase activity,molecular_function,,,1707,8,GO:0008378,0
GO:0141185,7,UFM1-modified protein reader activity,molecular_function,,,1654,8,GO:0140932,0
GO:0071667,6,DNA/RNA hybrid binding,molecular_function,,,1787,8,GO:0071172,0
GO:0004489,7,methylenetetrahydrofolate reductase (NAD(P)H) activity,molecular_function,,,1721,8,GO:0050137,0
GO:0140825,6,lactoperoxidase activity,molecular_function,,,1901,9,GO:0052813,0
GO:0008597,6,calcium-dependent protein serine/threonine phosphatase regulator activity,molecular_function,,,1985,9,GO:0097180,0
GO:0046977,6,TAP binding,molecular_function,,,1934,9,GO:0033813,0
GO:0002046,5,opsin binding,molecular_function,,,2053,9,GO:0015489,0
GO:0008934,6,inositol monophosphate 1-phosphatase activity,molecular_function,,,1976,9,GO:0008175,0
GO:0004333,5,fumarate hydratase activity,molecular_function,,,2067,9,GO:0004386,0
GO:0004967,5,glucagon receptor activity,molecular_function,,,2071,9,GO:0004991,0
GO:0001602,6,pancreatic polypeptide receptor activity,molecular_function,,,1990,9,GO:0005178,0
GO:0008761,5,UDP-N-acetylglucosamine 2-epimerase activity,molecular_function,,,2006,9,GO:0042177,0
GO:0005283,6,amino acid:sodium symporter activity,molecular_function,,,1908,9,GO:0005428,0
GO:0000252,5,C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity,molecular_function,,,2277,10,GO:0034480,0
GO:0004631,5,phosphomevalonate kinase activity,molecular_function,,,2173,10,GO:0050481,0
GO:0019797,5,procollagen-proline 3-dioxygenase activity,molecular_function,,,2266,10,GO:0008246,0
GO:0044388,5,small protein activating enzyme binding,molecular_function,,,2106,10,GO:1990647,0
GO:0002951,5,leukotriene-C(4) hydrolase,molecular_function,,,2112,10,GO:0042171,0
GO:0003951,4,NAD+ kinase activity,molecular_function,,,2294,10,GO:0004373,0
GO:0005094,5,Rho GDP-dissociation inhibitor activity,molecular_function,,,2152,10,GO:0017128,0
GO:0120170,5,intraciliary transport particle B binding,molecular_function,,,2089,10,GO:0071161,0
GO:1904768,5,all-trans-retinol binding,molecular_function,,,2129,10,GO:0070571,0
GO:0004775,5,succinate-CoA ligase (ADP-forming) activity,molecular_function,,,2157,10,GO:0004373,0
GO:0003983,4,UTP:glucose-1-phosphate uridylyltransferase activity,molecular_function,,,2529,11,GO:0005960,0
GO:0140563,4,"UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase activity",molecular_function,,,2423,11,GO:0047220,0
GO:0052839,4,inositol diphosphate tetrakisphosphate kinase activity,molecular_function,,,2379,11,GO:0008237,0
GO:1903981,4,enterobactin binding,molecular_function,,,2439,11,GO:0042050,0
GO:0071424,4,rRNA (cytosine-N4-)-methyltransferase activity,molecular_function,,,2424,11,GO:0160102,0
GO:0141106,4,tRNA methyltransferase activator activity,molecular_function,,,2349,11,GO:0140932,0
GO:0061711,4,N(6)-L-threonylcarbamoyladenine synthase activity,molecular_function,,,2372,11,GO:0140932,0
GO:0004572,4,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity",molecular_function,,,2343,11,GO:0008290,0
GO:0004505,4,phenylalanine 4-monooxygenase activity,molecular_function,,,2532,11,GO:0052811,0
GO:0034875,4,caffeine oxidase activity,molecular_function,,,2525,11,GO:0047806,0
GO:0015024,3,glucuronate-2-sulfatase activity,molecular_function,,,2666,12,GO:0047181,0
GO:0047939,4,L-glucuronate reductase activity,molecular_function,,,2570,12,GO:0052849,0
GO:0050201,4,fucokinase activity,molecular_function,,,2609,12,GO:0047611,0
GO:0003858,4,3-hydroxybutyrate dehydrogenase activity,molecular_function,,,2636,12,GO:0050080,0
GO:0045029,3,G protein-coupled UDP receptor activity,molecular_function,,,2657,12,GO:1990355,0
GO:0047800,4,cysteamine dioxygenase activity,molecular_function,,,2559,12,GO:0047725,0
GO:0097003,4,adipokinetic hormone receptor activity,molecular_function,,,2630,12,GO:0016967,0
GO:0160107,3,tRNA (adenine(58)-N1)-methyltransferase activity,molecular_function,,,2762,12,GO:0160102,0
GO:0060002,4,plus-end directed microfilament motor activity,molecular_function,,,2613,12,GO:0016939,0
GO:0033749,3,histone H4R3 demethylase activity,molecular_function,,,2662,12,GO:0140932,0
GO:0140486,3,zinc ion sequestering activity,molecular_function,,,2866,13,GO:0140888,0
GO:0004641,3,phosphoribosylformylglycinamidine cyclo-ligase activity,molecular_function,,,2959,13,GO:0004052,0
GO:0043185,3,vascular endothelial growth factor receptor 3 binding,molecular_function,,,2826,13,GO:0005046,0
GO:0004648,3,O-phospho-L-serine:2-oxoglutarate aminotransferase activity,molecular_function,,,2953,13,GO:0004359,0
GO:2001065,3,mannan binding,molecular_function,,,2911,13,GO:0008192,0
GO:0140355,3,cargo receptor ligand activity,molecular_function,,,2874,13,GO:1990859,0
GO:0052832,3,inositol monophosphate 3-phosphatase activity,molecular_function,,,2811,13,GO:0043530,0
GO:0005153,3,interleukin-8 receptor binding,molecular_function,,,2997,13,GO:0004973,0
GO:0047506,3,(deoxy)adenylate kinase activity,molecular_function,,,2776,13,GO:0003877,0
GO:0004337,3,geranyltranstransferase activity,molecular_function,,,2920,13,GO:0016303,0
GO:0106226,2,peptide 2-hydroxyisobutyryltransferase activity,molecular_function,,,3217,14,GO:0047946,0
GO:0051903,3,S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity,molecular_function,,,3037,14,GO:0052811,0
GO:0004655,3,porphobilinogen synthase activity,molecular_function,,,3110,14,GO:0050057,0
GO:0004057,3,arginyl-tRNA--protein transferase activity,molecular_function,,,3054,14,GO:0004878,0
GO:0005175,3,CD27 receptor binding,molecular_function,,,3075,14,GO:0032813,0
GO:0033703,2,3beta-hydroxy-5beta-steroid dehydrogenase activity,molecular_function,,,3214,14,GO:0042983,0
GO:0004504,3,peptidylglycine monooxygenase activity,molecular_function,,,3056,14,GO:0004373,0
GO:0106363,2,protein-cysteine methyltransferase activity,molecular_function,,,3186,14,GO:0048250,0
GO:0009032,3,thymidine phosphorylase activity,molecular_function,,,3047,14,GO:0004343,0
GO:0035718,3,macrophage migration inhibitory factor binding,molecular_function,,,3027,14,GO:0042176,0
GO:0140481,2,ABC-type iron-sulfur cluster transporter activity,molecular_function,,,3381,15,GO:0015301,0
GO:0031741,2,type B gastrin/cholecystokinin receptor binding,molecular_function,,,3426,15,GO:0004972,0
GO:0004790,2,thioether S-methyltransferase activity,molecular_function,,,3347,15,GO:0016423,0
GO:0032143,2,single thymine insertion binding,molecular_function,,,3408,15,GO:1990163,0
GO:0042163,2,interleukin-12 beta subunit binding,molecular_function,,,3451,15,GO:0035649,0
GO:0032038,2,myosin II heavy chain binding,molecular_function,,,3326,15,GO:0016939,0
GO:0141054,2,histone H2B ubiquitin ligase activity,molecular_function,,,3304,15,GO:0140936,0
GO:1990447,2,U2 snRNP binding,molecular_function,,,3439,15,GO:0005686,0
GO:0002196,2,Ser-tRNA(Ala) hydrolase activity,molecular_function,,,3415,15,GO:0017137,0
GO:0046970,2,NAD-dependent histone H4K16 deacetylase activity,molecular_function,,,3276,15,GO:0048013,0
GO:0004531,2,deoxyribonuclease II activity,molecular_function,,,3496,16,GO:0016513,0
GO:0031732,2,CCR7 chemokine receptor binding,molecular_function,,,3639,16,GO:0035715,0
GO:0003904,2,deoxyribodipyrimidine photo-lyase activity,molecular_function,,,3605,16,GO:0004359,0
GO:0047783,2,corticosterone 18-monooxygenase activity,molecular_function,,,3644,16,GO:0047181,0
GO:0045550,2,geranylgeranyl reductase activity,molecular_function,,,3611,16,GO:0048016,0
GO:0004939,2,beta-adrenergic receptor activity,molecular_function,,,3656,16,GO:0004935,0
GO:0000773,2,phosphatidyl-N-methylethanolamine N-methyltransferase activity,molecular_function,,,3681,16,GO:0042171,0
GO:0047865,2,dimethylglycine dehydrogenase activity,molecular_function,,,3518,16,GO:0052815,0
GO:0004686,2,elongation factor-2 kinase activity,molecular_function,,,3640,16,GO:0004675,0
GO:0005185,2,neurohypophyseal hormone activity,molecular_function,,,3662,16,GO:0005178,0
GO:0141000,1,histone H4K91 ubiquitin ligase activity,molecular_function,,,3893,17,GO:0140932,0
GO:0042356,1,GDP-4-dehydro-D-rhamnose reductase activity,molecular_function,,,3849,17,GO:0052813,0
GO:0160118,1,tRNA (guanine(7)-N2)-methyltransferase activity,molecular_function,,,3913,17,GO:0000127,0
GO:0010308,1,acireductone dioxygenase (Ni2+-requiring) activity,molecular_function,,,3912,17,GO:0052813,0
GO:0001616,2,growth hormone secretagogue receptor activity,molecular_function,,,3746,17,GO:0004979,0
GO:0016223,1,beta-alanine-pyruvate transaminase activity,molecular_function,,,3906,17,GO:0052655,0
GO:0017096,2,acetylserotonin O-methyltransferase activity,molecular_function,,,3763,17,GO:0004034,0
GO:0018729,1,propionate CoA-transferase activity,molecular_function,,,3876,17,GO:0004343,0
GO:0003972,2,RNA ligase (ATP) activity,molecular_function,,,3749,17,GO:0160102,0
GO:0003943,2,N-acetylgalactosamine-4-sulfatase activity,molecular_function,,,3737,17,GO:0047181,0
GO:0180017,1,K11-linked deubiquitinase activity,molecular_function,,,3949,18,GO:0140313,0
GO:0102571,1,[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity,molecular_function,,,4055,18,GO:0042171,0
GO:0036458,1,hepatocyte growth factor binding,molecular_function,,,4066,18,GO:0042813,0
GO:0031812,1,P2Y1 nucleotide receptor binding,molecular_function,,,4149,18,GO:0005169,0
GO:0062185,1,secalciferol 1-monooxygenase activity,molecular_function,,,4063,18,GO:0052815,0
GO:0046623,1,sphingolipid floppase activity,molecular_function,,,4090,18,GO:0042171,0
GO:1990955,1,G-rich single-stranded DNA binding,molecular_function,,,4076,18,GO:0070885,0
GO:0016232,1,HNK-1 sulfotransferase activity,molecular_function,,,4058,18,GO:0106055,0
GO:0160134,1,protein-RNA sequence-specific adaptor activity,molecular_function,,,4141,18,GO:0140313,0
GO:0031840,1,type 2 neuromedin U receptor binding,molecular_function,,,4127,18,GO:0004979,0
GO:0005140,1,interleukin-9 receptor binding,molecular_function,,,4262,19,GO:0004945,0
GO:0036470,1,tyrosine 3-monooxygenase activator activity,molecular_function,,,4280,19,GO:1990647,0
GO:0044603,1,protein adenylylhydrolase activity,molecular_function,,,4274,19,GO:0019900,0
GO:0001847,1,opsonin receptor activity,molecular_function,,,4212,19,GO:0004875,0
GO:0008482,1,sulfite oxidase activity,molecular_function,,,4261,19,GO:0004725,0
GO:0061690,1,lipoamidase activity,molecular_function,,,4308,19,GO:0016234,0
GO:0008893,1,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",molecular_function,,,4296,19,GO:0016462,0
GO:0008752,1,FMN reductase (NAD(P)H) activity,molecular_function,,,4160,19,GO:0052811,0
GO:0001010,1,RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity,molecular_function,,,4374,19,GO:0001096,0
GO:0033764,1,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function,,,4320,19,GO:0052811,0
GO:0106078,1,histone succinyltransferase activity,molecular_function,,,4420,20,GO:0019075,0
GO:0005221,1,intracellularly cyclic nucleotide-activated monoatomic cation channel activity,molecular_function,,,4568,20,GO:1990155,0
GO:0120509,1,hydroxypyruvate reductase (NADPH) activity,molecular_function,,,4492,20,GO:0052813,0
GO:0002113,1,interleukin-33 binding,molecular_function,,,4410,20,GO:0042749,0
GO:0042922,1,neuromedin U receptor binding,molecular_function,,,4450,20,GO:0004979,0
GO:0046980,1,tapasin binding,molecular_function,,,4530,20,GO:0032938,0
GO:0032567,1,dGTP binding,molecular_function,,,4510,20,GO:0000165,0
GO:1990362,1,butanol dehydrogenase (NAD+) activity,molecular_function,,,4617,20,GO:0047946,0
GO:0001512,1,dihydronicotinamide riboside quinone reductase activity,molecular_function,,,4611,20,GO:0050135,0
GO:0008892,1,guanine deaminase activity,molecular_function,,,4424,20,GO:0008253,0
